4.0	17644.6312064
4.5	21533.7609344
5.0	24861.749580800002
5.5	26329.804441599998
6.0	28616.7996928
6.5	30940.656383999998
7.0	32265.555660799997
7.5	34705.312153599996
8.0	37807.1496704
8.5	46690.679270399996
9.0	59278.430464000005
9.5	63922.841804799995
10.0	66043.2667136
10.5	64053.374668799996
11.0	60415.138150399995
11.5	55392.4107264
12.0	48765.677875199995
12.5	43764.3517696
13.0	42534.7284736
13.5	41889.3651968
14.0	41199.7867776
14.5	41755.6294144
15.0	39651.9191552
15.5	40396.7091968
16.0	41830.3806976
16.5	44284.0268288
17.0	46152.4031232
17.5	47497.5576064
18.0	48322.56
